POINTS,FIRST_NAME,LAST_NAME,CITY,STATE,LICENSE,AGE,GENDER,DISCIPLINE,CATEGORY
591.38,Morgan,Tardy,Sausalito,CA,401399,18,F,Road:RR,04
591.39,Kelly,Baker,North Olmsted,OH,333290,35,F,Road:RR,04
591.39,Haley,Porterfield,Bertram,TX,353896,18,F,Road:RR,04
591.40,Claudette,Archambault,Vienna,VA,296150,41,F,Road:RR,04
591.40,Andrea,Eneidi,San Rafael,CA,333116,54,F,Road:RR,04
591.40,Sarah,Lewis,New York,NY,400328,28,F,Road:RR,04
591.45,Darian,Nagle-Gamm,Iowa City,IA,310486,37,F,Road:RR,04
591.45,Ann,Wilson,Las Vegas,NV,398187,41,F,Road:RR,04
591.48,Jacqy,Stone,Huntsville,AL,54979,49,F,Road:RR,04
591.55,Leslie,Woolverton,Rogersville,MO,396240,38,F,Road:RR,04
591.57,Beth,Brown,Norman,OK,388942,46,F,Road:RR,04
591.60,Hannah,Stonefield,San Francisco,CA,332060,28,F,Road:RR,04
591.60,Melissa,Monosoff,Irving,TX,381196,38,F,Road:RR,04
591.61,Tess,Timmes,Chatham,NJ,397727,21,F,Road:RR,04
591.68,Emma,Shields,Austin,TX,359395,23,F,Road:RR,04
591.70,Anita,Roe,Albuquerque,NM,306888,44,F,Road:RR,04
591.71,Sarah,Havens,Baltimore,MD,267961,45,F,Road:RR,04
591.72,LISA,WATERMAN,Norman,OK,381480,44,F,Road:RR,04
591.72,Kate,Tylee,Seattle,WA,393535,36,F,Road:RR,04
591.75,Danielle,Brockman,Craig,CO,374842,22,F,Road:RR,04
591.75,Meredith,Rambow,Saint Paul,MN,304746,40,F,Road:RR,04
591.83,Fernanda,Guzman,Wilmette,IL,381235,18,F,Road:RR,04
591.87,Kaitlin,Benner,Davis,CA,360998,22,F,Road:RR,04
591.90,Michelle,Pohlmeyer,Urbandale,IA,237566,46,F,Road:RR,04
591.90,Mary,Collins,Canton,GA,298891,11,F,Road:RR,04
591.90,Crystal,Johnson,Austin,TX,386561,28,F,Road:RR,04
591.90,Flavia,Sancier,Yellow Springs,OH,318994,32,F,Road:RR,04
591.96,Patricia,Ledesma,Evanston,IL,396535,48,F,Road:RR,04
592.00,Fairlee,Frey,Boise,ID,382457,27,F,Road:RR,04
592.00,Claire,Cramer,North Potomac,MD,256579,38,F,Road:RR,04
592.00,isabel,havsrath,Tucson,AZ,395295,14,F,Road:RR,04
592.01,Rachel,Furman,Dunlap,IL,383826,30,F,Road:RR,04
592.03,Laura,Warren,Charleston,SC,396727,23,F,Road:RR,04
592.06,Maren,Cosens,San Luis Obispo,CA,319930,21,F,Road:RR,04
592.15,Adrienne,Moore,Seattle,WA,388610,30,F,Road:RR,04
592.16,Elena,Blomgren,Mammoth Lakes,CA,353826,44,F,Road:RR,04
592.17,Sheila,Senft,Albuquerque,NM,31661,57,F,Road:RR,04
592.28,Kara,Doescher,Missoula,MT,389350,20,F,Road:RR,04
592.32,Laura,Herrick,Dallas,TX,398104,45,F,Road:RR,04
592.35,Roseanna,Neupauer,Lafayette,CO,364447,46,F,Road:RR,04
592.35,Christina,Malfer,New York,NY,395531,21,F,Road:RR,04
592.37,Nancy,Placide,Midlothian,VA,394674,47,F,Road:RR,04
592.37,Mary,Jane Bouman,Long Beach,CA,375336,36,F,Road:RR,04
592.39,Erica,Mueller,Peoria,IL,391356,30,F,Road:RR,04
592.46,Darci,Scott,Allen,TX,404046,39,F,Road:RR,04
592.47,Emily,Dubs,Dover,PA,396363,24,F,Road:RR,04
592.50,Sherry,Shapiro,Frenchtown,NJ,274097,41,F,Road:RR,04
592.53,Elizabeth,Donahue,Centennial,CO,363415,51,F,Road:RR,04
592.53,Carrie,Mansfield,Wilmington,DE,367728,40,F,Road:RR,04
592.59,Sandy,Reid,Kalamazoo,MI,355026,52,F,Road:RR,04
592.60,Kim,Boehler,Riverside,CA,396706,31,F,Road:RR,04
592.62,Eva,Trammell,Bixby,OK,367385,21,F,Road:RR,04
592.62,AnaMaria,Popp,Seattle,WA,400954,31,F,Road:RR,04
592.62,Jessica,Bishop,Arvada,CO,402009,28,F,Road:RR,04
592.66,Julianna,Crang,Saint Louis,MO,293922,14,F,Road:RR,04
592.70,Michaela,Markusson,Seattle,WA,292614,51,F,Road:RR,04
592.71,elaina,alvarez,Seal Beach,CA,395542,20,F,Road:RR,04
592.74,Erika,York,West Des Moines,IA,376162,43,F,Road:RR,04
592.74,Valerie,McGoldrick,Deephaven,MN,302230,16,F,Road:RR,04
592.74,Arrianna,Durrance,Pensacola,FL,388575,13,F,Road:RR,04
592.79,Kimberly,McCall,Santa Fe,NM,391635,49,F,Road:RR,04
592.80,Amy,Melling,Kearney,MO,393490,31,F,Road:RR,04
592.81,Victoria,Chernin,Boca Raton,FL,283855,54,F,Road:RR,04
592.94,Claire,Tocheny,Williamsburg,VA,396889,20,F,Road:RR,04
592.97,Renee,Williams,Darlington,SC,192835,47,F,Road:RR,04
592.98,Heather,Johnson,Oakland,CA,365031,42,F,Road:RR,04
593.00,Eve,Chavez,Northridge,CA,353968,13,F,Road:RR,04
593.00,Lauren,Benedict,Tampa,FL,365934,11,F,Road:RR,04
593.00,Karen,Elmore,Elizabethtown,KY,127098,38,F,Road:RR,04
593.00,Suzanne,TugmanEngel,Sagle,ID,374841,52,F,Road:RR,04
593.00,Morgan,Fortin,Albuquerque,NM,332772,12,F,Road:RR,04
593.00,Madison,Healy,Austin,TX,394958,10,F,Road:RR,04
593.00,Melissa,Heston,Yellow Springs,OH,286186,49,F,Road:RR,04
593.00,Cindy,Smallwood,Centerville,OH,305195,55,F,Road:RR,04
593.02,Lori,Potter,Denver,CO,364528,59,F,Road:RR,04
593.07,Bella,Lynch,Annapolis,MD,391534,10,F,Road:RR,04
593.10,Eileen,Flaherty,Reading,MA,315010,43,F,Road:RR,04
593.11,Karalyn,Hartford,Gainesville,FL,391829,22,F,Road:RR,04
593.12,Nancy,Williams,Seattle,WA,365879,27,F,Road:RR,04
593.14,Kristen,Hosey,Western Springs,IL,394608,40,F,Road:RR,04
593.23,Lisa,Bongiorno,Suwanee,GA,287817,53,F,Road:RR,04
593.25,Erin,Spiller,Somervilles,MA,397215,30,F,Road:RR,04
593.25,Lori,Martin,Alexandria,LA,255097,44,F,Road:RR,04
593.26,AnnMarie,Chavez,El Paso,TX,226194,40,F,Road:RR,04
593.27,Anna,Cordova,Aurora,CO,362492,11,F,Road:RR,04
593.27,Emily,Ann Anderson,Minneapolis,MN,396456,23,F,Road:RR,04
593.29,Erica,Berthou,New York,NY,402873,38,F,Road:RR,04
593.31,Sharon,Sloan,Cambridge,MA,377499,40,F,Road:RR,04
593.35,Sadie,Powell,Winnetka,IL,381634,22,F,Road:RR,04
593.38,Gail,Arant,Boulder,CO,400165,53,F,Road:RR,04
593.44,Noel,Reagan,Ooltewah,TN,396583,31,F,Road:RR,04
593.45,Nancy,Lichtensteiger,Ohio City,OH,383519,50,F,Road:RR,04
593.47,Jennifer,Droke,South Jordan,UT,378029,42,F,Road:RR,04
593.50,Jennifer,Pontzer,Erie,PA,346150,45,F,Road:RR,04
593.52,Tasha,Rossi,Reno,NV,386842,37,F,Road:RR,04
593.56,Christine,Pai,Dana Point,CA,393914,28,F,Road:RR,04
593.59,Marja,Nousiainen,Menlo Park,CA,203255,52,F,Road:RR,04
593.61,Allison,Foil,Charlotte,NC,263581,34,F,Road:RR,04
593.63,Arzu,Delp,Henderson,NV,393511,38,F,Road:RR,04
593.63,Anna,Roe,Austin,TX,397465,18,F,Road:RR,04
593.66,Tracey,Anderson,Salt Lake City,UT,403714,35,F,Road:RR,04
593.67,Kate,Allen,Litteton,CO,363358,54,F,Road:RR,04
593.73,Tze,Chun Ho,Mountain House,CA,268262,43,F,Road:RR,04
593.73,Annie,Johnsson,Hoboken,NJ,393954,31,F,Road:RR,04
593.74,Andrea,Wieland,Parker,CO,403653,44,F,Road:RR,04
593.81,Devon,Fox,The Village,OK,333674,30,F,Road:RR,04
593.83,Emily,Falk,Louisville,KY,296089,16,F,Road:RR,04
593.96,Kim,Bell,Cranberry Twp,PA,378437,39,F,Road:RR,04
593.97,Patty,Heinhorst,Denver,CO,362638,45,F,Road:RR,04
593.98,Sally,Chu,Ringgold,GA,322054,44,F,Road:RR,04
594.00,Lauren,Garriques,Lake Forest,IL,371108,13,F,Road:RR,04
594.00,Madeline,Moore,Richmond,VA,396566,21,F,Road:RR,04
594.00,Veronica,Church,Owatonna,MN,366953,11,F,Road:RR,04
594.00,Jane,Allinger,Appleton,WI,403609,21,F,Road:RR,04
594.01,Heather,Farrell,Albuquerque,NM,72612,40,F,Road:RR,04
594.01,Tenille,Smith,Norman,OK,395958,22,F,Road:RR,04
594.05,Karen,Fienberg,Longmont,CO,367166,50,F,Road:RR,04
594.06,Tracy,Elroy,Aurora,CO,376709,39,F,Road:RR,04
594.12,Gabriela,Ruiz,Somerville,MA,336346,24,F,Road:RR,04
594.18,Kristy,Noesges,Pacific Grove,CA,392039,35,F,Road:RR,04
594.19,Lori,Lamb,Midlothian,VA,396636,47,F,Road:RR,04
594.20,Amber,Dennis,Arvada,CO,369152,43,F,Road:RR,04
594.25,Randi,Friedman,South Windsor,CT,379741,56,F,Road:RR,04
594.27,Olga,Lyssanova,San Diego,CA,395759,27,F,Road:RR,04
594.29,Sherry,Kelley,Des Moines,IA,347442,46,F,Road:RR,04
594.31,Marlene,Zandell,Denver,CO,386413,49,F,Road:RR,04
594.33,Brittany,White,Fort Collins,CO,358666,21,F,Road:RR,04
594.33,Jodie,Lawston,San Diego,CA,391473,36,F,Road:RR,04
594.33,Gillian,Marvin,Mission,TX,396182,12,F,Road:RR,04
594.36,Tammy,Richardson,Nashville,TN,140031,49,F,Road:RR,04
594.37,Vi,Tran,San Francisco,CA,392570,20,F,Road:RR,04
594.39,Catherine,Calvert,Olathe,KS,402723,29,F,Road:RR,04
594.40,Jennifer,Relfe,Broomfield,CO,396969,47,F,Road:RR,04
594.43,Ceme,Curley,Orlando,FL,265005,61,F,Road:RR,04
594.43,Jamie,VanEtten,Ann Arbor,MI,394800,28,F,Road:RR,04
594.45,Nicole,Berrian,Pittsburgh,PA,353218,26,F,Road:RR,04
594.47,NIchole,Bryant,Escondido,CA,394416,22,F,Road:RR,04
594.52,Nadine,Oliver,San Marcos,TX,394696,21,F,Road:RR,04
594.53,Pamela,Semanik,Walton Hills,OH,255011,48,F,Road:RR,04
594.53,Christina,Tirado,Bellaire,TX,257294,16,F,Road:RR,04
594.57,Desinee,Bottorff,Fayetteville,AR,398641,55,F,Road:RR,04
594.60,jacey,biery,Delray Beach,FL,395449,41,F,Road:RR,04
594.61,Tina,Rainforth,Mukilteo,WA,375505,48,F,Road:RR,04
594.62,Ashley,Edwards,Endicott,NY,403390,28,F,Road:RR,04
594.63,Sarah,Gray,Peoria,IL,313740,37,F,Road:RR,04
594.67,Zara,Jenkins,Austin,TX,394403,9,F,Road:RR,04
594.67,Carrie,Young,Mimbres,NM,368679,52,F,Road:RR,04
594.67,Hayden,Gizinski,Seattle,WA,364755,13,F,Road:RR,04
594.69,Michelle,Wood,Santa Rosa,CA,369351,41,F,Road:RR,04
594.71,Sara,Nispel,Lincoln,NE,329582,47,F,Road:RR,04
594.76,Alexis,DeZubiria,San Jose,CA,393502,30,F,Road:RR,04
594.77,Maria,Holmberg,Sandy,UT,382295,30,F,Road:RR,04
594.78,Lilli,Safley,Oakdale,CA,393225,46,F,Road:RR,04
594.81,Eva,Skone,Seattle,WA,306108,31,F,Road:RR,04
594.82,Vanessa,Askren,Montgomery,AL,341594,56,F,Road:RR,04
594.85,Megan,Miller,Providence,UT,396826,25,F,Road:RR,04
594.87,Cynthia,Schnedeker,Ithaca,NY,289772,54,F,Road:RR,04
594.92,Heidi,Gurov,Cheyenne,WY,391540,30,F,Road:RR,04
594.94,Chelsea,Wilson,Hughson,CA,393288,40,F,Road:RR,04
594.97,Nadine,Pyter,Lakewood,CO,363248,43,F,Road:RR,04
594.99,Sue,Lauer,Coeur D'alene,ID,223927,54,F,Road:RR,04
594.99,anna,winterton,Salt Lake City,UT,400800,21,F,Road:RR,04
595.00,Morgan,Harwood,Herndon,VA,375640,20,F,Road:RR,04
595.00,Sheila,Barrett,Boise,ID,377532,26,F,Road:RR,04
595.03,Justine,Viera,Dallas,TX,377430,48,F,Road:RR,04
595.06,Elizabeth,Deshaies,Webster,NH,396355,23,F,Road:RR,04
595.09,Rebecca,Schur,Cleveland Heights,OH,375334,25,F,Road:RR,04
595.11,Erica,Brann,Boulder,CO,372277,48,F,Road:RR,04
595.14,Christine,Fox,Little Rock,AR,313190,42,F,Road:RR,04
595.14,Trisha,Towanda,Olympia,WA,361932,49,F,Road:RR,04
595.15,Christina,Harvick,Dallas,TX,377517,42,F,Road:RR,04
595.17,Jennifer,Hester,Louisville,KY,288418,44,F,Road:RR,04
595.23,Lynn,Fagerstrom,Denver,CO,402759,54,F,Road:RR,04
595.30,Kelli,Smith,Chattanooga,TN,401123,34,F,Road:RR,04
595.35,Kate,Bollen,Englewood,CO,377526,18,F,Road:RR,04
595.38,Susan,Kubinak,Saintlouis,MO,286343,48,F,Road:RR,04
595.41,Mason,Hansen,Shawnee,KS,307530,43,F,Road:RR,04
595.47,Elizabeth,Schmitt,Tucson,AZ,396916,21,F,Road:RR,04
595.50,Nancy,Runge,Alexandria,MN,350402,56,F,Road:RR,04
595.50,Liesl,Barsun,Albuquerque,NM,367888,11,F,Road:RR,04
595.50,Yvonne,Gsteiger,Tallahassee,FL,247415,56,F,Road:RR,04
595.50,Rachel,Dobrozsi,Loveland,OH,267450,16,F,Road:RR,04
595.50,susan,sagan,Cincinnati,OH,402650,51,F,Road:RR,04
595.54,Cheryl,Havens,Jenison,MI,298864,40,F,Road:RR,04
595.54,Sarah,Startz,Dallas,TX,396238,18,F,Road:RR,04
595.56,monica,bilodeau,La Mesa,CA,393089,30,F,Road:RR,04
595.58,Annamaria,McHugh,Washington,DC,367544,12,F,Road:RR,04
595.58,Ramona,Kuna,Naperville,IL,211195,44,F,Road:RR,04
595.60,Melissa,Kusiak,Prairie Village,KS,287163,27,F,Road:RR,04
595.70,Laura,Pyle,Staunton,VA,397120,35,F,Road:RR,04
595.73,Inna,Wirawan,Houston,TX,352710,43,F,Road:RR,04
595.85,Heidi,Geiger,Altoona,IA,316076,49,F,Road:RR,04
595.96,Jennifer,Webster,West Point,NY,361052,20,F,Road:RR,04
595.96,Karen,Garcia,San Mateo,CA,393134,21,F,Road:RR,04
595.99,Marcella,Cox,Redwood City,CA,352206,47,F,Road:RR,04
596.00,Chrysa,Malosh,Nashville,TN,279311,35,F,Road:RR,04
596.00,Cara,Beth Branyon,Gainesville,GA,367922,17,F,Road:RR,04
596.00,Debbie,Taylor,Meridian,ID,365506,41,F,Road:RR,04
596.00,Alyssa,Bollig,U S A F Academy,CO,397903,20,F,Road:RR,04
596.00,Nathalie,Potvin,Scottsdale,AZ,395723,52,F,Road:RR,04
596.01,Jennifer,Palacay,Mill Creek,WA,393232,31,F,Road:RR,04
596.03,Mary,Orth,Rochester,NY,396472,22,F,Road:RR,04
596.11,Cindi,Vargas,Humble,TX,298185,42,F,Road:RR,04
596.12,Lauren,Matison,New York,NY,384805,29,F,Road:RR,04
596.14,Andrea,Barlow,Salem,MA,374900,36,F,Road:RR,04
596.19,Shannon,Keeton,Chicago,IL,371612,40,F,Road:RR,04
596.33,Melissa,Gomes,Florissant,MO,367894,12,F,Road:RR,04
596.33,CHANDRA,UNSWORTH,Salt Lake,UT,400158,30,F,Road:RR,04
596.35,Emme,Staats,Lexington Park,MD,400272,11,F,Road:RR,04
596.43,Jeannine,Giem,Valencia,CA,394703,44,F,Road:RR,04
596.46,Carmel,Gill,Boulder,CO,402359,51,F,Road:RR,04
596.47,Melissa,Hammerle,Seattle,WA,393557,32,F,Road:RR,04
596.52,La,Kelly,Sedona,AZ,298016,41,F,Road:RR,04
596.54,Sloane,Parker,Irving,TX,384359,14,F,Road:RR,04
596.54,JoAnne,Stamerjohn,Sammamish,WA,395237,39,F,Road:RR,04
596.56,Sally,Higgins,Arvada,CO,364228,51,F,Road:RR,04
596.57,Christine,Nestor,Erie,PA,376897,44,F,Road:RR,04
596.57,Abby,Gervais,Des Moines,IA,377582,31,F,Road:RR,04
596.57,Claudia,Campazzo,San Anselmo,CA,394557,42,F,Road:RR,04
596.57,Petra,Davis,Bozeman,MT,274416,21,F,Road:RR,04
596.75,Kara,Mullaly,Wethersfield,CT,309019,17,F,Road:RR,04
596.79,Annette,Stahelin,Chicago,IL,361480,33,F,Road:RR,04
596.86,Laura,Betten,Saint John,IN,382789,44,F,Road:RR,04
596.90,Karen,Montgomery,Lynchburg,VA,397037,35,F,Road:RR,04
596.94,Rose,Noland,Albuquerque,NM,334210,27,F,Road:RR,04
596.97,Michele,Beeson,Lone Tree,CO,395651,39,F,Road:RR,04
597.00,Kris,Mannion,Boise,ID,291014,65,F,Road:RR,04
597.00,Jordon,Galewski,Dyersburg,TN,280053,19,F,Road:RR,04
597.02,Linda,Park,Kent,WA,393546,47,F,Road:RR,04
597.03,Alexandra,Storm,Pawling,NY,330992,48,F,Road:RR,04
597.05,Megan,Ditty,Tulsa,OK,368931,27,F,Road:RR,04
597.05,Anina,Blankenship,Decatur,IL,386284,30,F,Road:RR,04
597.06,Jennifer,Poirier,New York,NY,396527,31,F,Road:RR,04
597.08,Ashley,Hill,Wilmington,MA,332608,27,F,Road:RR,04
597.09,Jessica,Thompson,Evergreen,CO,397892,27,F,Road:RR,04
597.17,Linda,Stieduhar,Golden,CO,390471,53,F,Road:RR,04
597.17,Ruthie,Vogel,Silver Spring,MD,391234,12,F,Road:RR,04
597.24,Cindy,Delamaza,Seattle,WA,392873,40,F,Road:RR,04
597.25,April,Whitworth,Chicago,IL,369991,33,F,Road:RR,04
597.39,Mimi,Short,Santa Rosa,CA,397646,54,F,Road:RR,04
597.49,Stephanie,OConnor,Niwot,CO,403627,35,F,Road:RR,04
597.53,Tara,Liebisch,Boulder,CO,381869,34,F,Road:RR,04
597.63,Sofia,Biller,Chicago,IL,389953,40,F,Road:RR,04
597.66,Vanessa,McDonnell,Union City,CA,330870,43,F,Road:RR,04
597.90,Cathleen,Thompson,Dayton,OH,364896,37,F,Road:RR,04
597.98,Mary,Riem,Canon City,CO,364260,49,F,Road:RR,04
597.98,Nicole,LaGorga,Merchantville,NJ,371685,39,F,Road:RR,04
597.98,Heather,Maier,Liberty Township,OH,308982,44,F,Road:RR,04
597.99,Olivia,Jones,Katy,TX,347080,14,F,Road:RR,04
597.99,Eliece,Horton,Aptos,CA,262857,44,F,Road:RR,04
597.99,Cassandra,Kline,New Haven,IN,378173,27,F,Road:RR,04
597.99,Catherine,Valles,UNKNOWN,UNKNOWN,378997,23,F,Road:RR,04
597.99,Kathy,Paterniti,Las Vegas,NV,397572,52,F,Road:RR,04
597.99,Amanda,Crook,Sammamish,WA,397801,34,F,Road:RR,04
597.99,Valerie,Haldeman,Mountlake Terrace,WA,396643,45,F,Road:RR,04
597.99,Wenzdae,Morales,El Segundo,CA,379963,12,F,Road:RR,04
598.00,Wendy,Guilbeau,Bonner Springs,KS,275159,44,F,Road:RR,04
598.00,Corie,Davis,Owasso,OK,296400,42,F,Road:RR,04
598.00,Melissa,Colflesh,Westland,MI,297273,35,F,Road:RR,04
598.00,Catherine,Burton,Lexington,KY,344226,44,F,Road:RR,04
598.00,Shawna,Macan,Roelandpark,KS,308985,38,F,Road:RR,04
598.00,Emily,Hartman,Little Rock,AR,266058,46,F,Road:RR,04
598.00,Monica,Glave,Richmond,VA,290303,49,F,Road:RR,04
598.00,Linda,Roose,Boise,ID,302131,61,F,Road:RR,04
598.00,Samantha,DeVoir,Dayton,WA,360316,26,F,Road:RR,04
598.00,Sara,Ture,Rush,NY,275914,38,F,Road:RR,04
598.00,Rana,Zahedi,Dallas,TX,303494,40,F,Road:RR,04
598.00,Christy,Burt,Taylor,MI,369425,45,F,Road:RR,04
598.00,Heidi,Roundy,West Jordan,UT,371634,46,F,Road:RR,04
598.00,Sarah,Mythen,Chicago,IL,306235,17,F,Road:RR,04
598.00,Kahne,Parsons,Hawkins,TX,264416,50,F,Road:RR,04
598.00,Laura,Sobchik,Santa Monica,CA,351308,33,F,Road:RR,04
598.00,Taylor,Benedict,Tampa,FL,365936,10,F,Road:RR,04
598.00,Valerie,Rico,Orange,CA,340360,12,F,Road:RR,04
598.00,Aynslee,King,Anacortes,WA,384768,11,F,Road:RR,04
598.00,Ruthanne,Polidori,Morrison,CO,257219,71,F,Road:RR,04
598.00,Johanna,Cordasco,Baskingridge,NJ,295493,14,F,Road:RR,04
598.00,Annie,Darst,Davis,CA,366599,19,F,Road:RR,04
598.00,Patricia,Baker,Laguna Hills,CA,235409,74,F,Road:RR,04
598.00,Dana,Tinkey,Pittsburgh,PA,360892,38,F,Road:RR,04
598.00,Sabrina,Spinali,Redwood City,CA,384230,41,F,Road:RR,04
598.00,Cheryl,Dere,Montara,CA,393264,54,F,Road:RR,04
598.00,May,Win,San Francisco,CA,392750,36,F,Road:RR,04
598.00,Olivia,Nicholls,Cave Creek,AZ,356742,14,F,Road:RR,04
598.00,Sandra,Robbins,Tyler,TX,398755,48,F,Road:RR,04
598.00,Annette,Johnson,Boca Raton,FL,395979,55,F,Road:RR,04
598.00,Samantha,Wojda,Fort Collins,CO,399432,25,F,Road:RR,04
598.00,Albina,Dylla,Georgetown,TX,379699,10,F,Road:RR,04
598.00,Dana,Kotler,Chicago,IL,399336,35,F,Road:RR,04
598.00,Lily,Worcester,Orlando,FL,392181,14,F,Road:RR,04
598.00,Anil,Tuli,Davis,CA,365348,13,F,Road:RR,04
598.00,Susan,Young,Tulsa,OK,401264,46,F,Road:RR,04
598.00,Megan,Collins,Franklin,TN,401709,11,F,Road:RR,04
598.00,Paige,Vinson,Franklin,TN,382297,43,F,Road:RR,04
598.00,Tiffany,Harvey,Mesa,AZ,393462,31,F,Road:RR,04
598.00,Mary,Bill,Miamisburg,OH,286616,55,F,Road:RR,04
598.00,Amanda,Schmidt,Oberlin,OH,288000,33,F,Road:RR,04
598.00,Geanie,Helfrich,Centerville,OH,284601,49,F,Road:RR,04
598.00,Elizabeth,Horak,Garland,TX,398186,18,F,Road:RR,04
598.00,Natalie,Katz,Kansas City,KS,390436,30,F,Road:RR,04
598.00,Amanda,Gallagher,Durham,NC,320800,37,F,Road:RR,04
598.00,Caroline,Leonard,Vail,AZ,187601,48,F,Road:RR,04
598.01,Melody,Gerasimek,Transfer,PA,304981,38,F,Road:RR,04
598.01,Sarah,Burke,Merritt Island,FL,393661,36,F,Road:RR,04
598.01,Jenny,Draper,Beaver,UT,392859,21,F,Road:RR,04
598.01,Zahra,Gill,Hayward,CA,402178,14,F,Road:RR,04
598.01,Amy,Ancheta,Chicago,IL,403434,30,F,Road:RR,04
598.01,Michelle,Hancock,Lakewood,CO,387264,45,F,Road:RR,04
600.00,Teresa,Steele,Redondo Beach,CA,259544,63,F,Road:RR,04
600.00,Chiyo,Lombard Husslein,Honolulu,HI,315426,39,F,Road:RR,04
600.00,Autumn,Martin,Colorado Springs,CO,403697,12,F,Road:RR,04
600.00,Heidi,Martin,Colorado Springs,CO,389122,11,F,Road:RR,04
600.00,Cara,Krohnfeldt,Arvada,CO,397813,11,F,Road:RR,04
600.00,melissa,snow,Sandy,UT,399506,46,F,Road:RR,04
469.72,Kayla,Washburn,Thetford Center,VT,355068,30,F,Road:RR,05
59.09,Theresa,Cliff-Ryan,Cedar Springs,MI,231296,35,F,Road:CRIT,PR
59.66,Samantha,Schneider,Milwaukee,WI,170980,23,F,Road:CRIT,PR
62.71,Jade,Wilcoxson,Talent,OR,255887,35,F,Road:CRIT,PR
64.72,Lauren,Hall,Dolores,CO,262479,34,F,Road:CRIT,PR
65.15,Alison,Powers,Pinecliffe,CO,98704,34,F,Road:CRIT,PR
66.94,Jennifer,Purcell,Austin,TX,193628,35,F,Road:CRIT,PR
67.22,Christina,Gokey-Smith,Denton,TX,217750,40,F,Road:CRIT,PR
69.52,Kaitlin,Antonneau,Racine,WI,200237,21,F,Road:CRIT,PR
69.71,Vanessa,Drigo,Charlotte,NC,257356,41,F,Road:CRIT,PR
70.32,Jacquelyn,Crowell,Maitland,FL,185441,25,F,Road:CRIT,PR
70.35,Amy,McGuire,Jamaica Plain,MA,221594,32,F,Road:CRIT,PR
71.30,Liza,Rachetto,Los Altos,CA,145511,39,F,Road:CRIT,PR
72.72,Carmen,Small,Durango,CO,229709,33,F,Road:CRIT,PR
74.03,Nichole,Wangsgard,Cedar City,UT,100972,41,F,Road:CRIT,PR
76.66,Coryn,Rivera,Tustin,CA,207432,21,F,Road:CRIT,PR
77.11,Starla,Teddergreen,Mill Valley,CA,202033,34,F,Road:CRIT,PR
77.24,Lauren,Stephens,Dallas,TX,288678,27,F,Road:CRIT,PR
77.41,Jacqueline,Kurth,Palm City,FL,182253,22,F,Road:CRIT,PR
78.44,Jennifer,Valente,San Diego,CA,293380,19,F,Road:CRIT,PR
79.14,Robin,Farina,Smartsville,CA,205968,36,F,Road:CRIT,PR
79.29,Ruth,Winder,Lafayette,CA,273081,20,F,Road:CRIT,PR
79.88,Lauren,Tamayo,Asheville,NC,103456,30,F,Road:CRIT,PR
79.89,Anna,Barensfeld,Wellesley,MA,234148,30,F,Road:CRIT,PR
80.97,Zoe,Reker,Littlecanada,MN,290558,21,F,Road:CRIT,PR
81.21,Maura,Kinsella,Santa Clara,CA,289951,22,F,Road:CRIT,PR
81.59,Mary,Elizabeth Maroon,Sacramento,CA,219555,36,F,Road:CRIT,PR
83.33,Christy,Keely,Greenville,SC,267467,28,F,Road:CRIT,PR
84.62,Brianna,Walle,Beaverton,OR,353542,29,F,Road:CRIT,PR
89.90,Jenna,Kowalski,Los Angeles,CA,234400,27,F,Road:CRIT,PR
93.71,Devon,Gorry,Logan,UT,210903,32,F,Road:CRIT,PR
94.99,Emily,Kachorek,Sacramento,CA,167636,33,F,Road:CRIT,PR
95.73,Jamie,Bookwalter,Asheville,NC,229620,27,F,Road:CRIT,PR
96.62,Alison,Tetrick,Mill Valley,CA,266806,28,F,Road:CRIT,PR
96.85,Tiffany,Pezzulo,Salt Lake City,UT,89443,38,F,Road:CRIT,PR
97.76,Colleen,Gulick,Spring City,PA,180423,22,F,Road:CRIT,PR
99.72,Laura,Ralston,Cambridge,MA,289751,31,F,Road:CRIT,PR
100.97,Ally,Stacher,Asheville,NC,258102,26,F,Road:CRIT,PR
102.71,Mary,Zider,Billerica,MA,212025,29,F,Road:CRIT,PR
103.78,Janel,Holcomb,San Diego,CA,255006,35,F,Road:CRIT,PR
103.89,Rachel,Byus,Argyle,TX,260379,27,F,Road:CRIT,PR
104.75,Elizabeth,Newell,Oakland,CA,252152,31,F,Road:CRIT,PR
107.20,Amanda,Miller,Fort Collins,CO,228513,27,F,Road:CRIT,PR
107.64,Heather,Fischer,Boulder,CO,308334,25,F,Road:CRIT,PR
109.71,Kelly,Fisher-Goodwin,Langley Afb,VA,184788,38,F,Road:CRIT,PR
110.77,Jessica,Cutler,Seattle,WA,158992,34,F,Road:CRIT,PR
112.10,Amber,Gaffney,Claremont,CA,349836,31,F,Road:CRIT,PR
112.37,Allison,Arensman,Rutherford College,NC,307916,19,F,Road:CRIT,PR
112.38,Meredith,Miller,Boulder,CO,143575,40,F,Road:CRIT,PR
113.39,Megan,Guarnier,Mountain View,CA,210981,28,F,Road:CRIT,PR
117.69,Andrea,Dvorak,Crozet,VA,190817,33,F,Road:CRIT,PR
118.04,Cinthia,Lehner,Greer,SC,272896,22,F,Road:CRIT,PR
118.28,Elizabeth,Lauer,Madison,WI,290993,29,F,Road:CRIT,PR
